image_path,caption
images/1048710776_bb5b0a5c7c.jpg,A group of people sit on a wall at the beach .
images/1048710776_bb5b0a5c7c.jpg,A group of teens sit on a wall by a beach .
images/1048710776_bb5b0a5c7c.jpg,Crowd of people at the beach .
images/1048710776_bb5b0a5c7c.jpg,Several young people sitting on a rail above a crowded beach .
images/1052358063_eae6744153.jpg,A boy takes a jump on his skateboard while another boy with a skateboard watches .
images/1052358063_eae6744153.jpg,A child is performing a skateboard trick while another child with a skateboard leans on a wall .
images/1052358063_eae6744153.jpg,A little boy skateboarder is doing a trick on his board while another young skateboarder watches .
images/1052358063_eae6744153.jpg,a young boy skateboarder jumping on a platform on a skateboard .
images/1052358063_eae6744153.jpg,Two skateboarders .
images/105342180_4d4a40b47f.jpg,"""A girl paddling down a large river , as seen from behind her ."""
images/105342180_4d4a40b47f.jpg,A woman kayaking down a river .
images/105342180_4d4a40b47f.jpg,A woman paddles a boat down a river .
images/105342180_4d4a40b47f.jpg,A woman with a paddle .
images/105342180_4d4a40b47f.jpg,A woman with a paddle sits in a boat on the water .
images/1053804096_ad278b25f1.jpg,A girl in pigtails splashes in the shallow water .
images/1053804096_ad278b25f1.jpg,A girls plays in the surf .
images/1053804096_ad278b25f1.jpg,a girl with pigtails is playing in the ocean by the beach .
images/1053804096_ad278b25f1.jpg,A girl with pigtails plays in the water .
images/1053804096_ad278b25f1.jpg,A young girl in pigtails plays in the water .
images/1055623002_8195a43714.jpg,A group of four children wearing pajamas have a pillow fight .
images/1055623002_8195a43714.jpg,A group of kids have a pillow-fight .
images/1055623002_8195a43714.jpg,A group of young children playing pillow fight on a bed .
images/1055623002_8195a43714.jpg,Children having a pillow fight .
images/1055623002_8195a43714.jpg,Four children are having a pillow fight .
images/1055753357_4fa3d8d693.jpg,Two constructions workers sit on a beam taking a break .
images/1055753357_4fa3d8d693.jpg,Two construction workers are sitting up on the side of a building .
images/1055753357_4fa3d8d693.jpg,Two construction workers sitting on an I-beam .
images/1055753357_4fa3d8d693.jpg,Two construction workers take a seat on a steel beam .
images/1055753357_4fa3d8d693.jpg,Two men take a break from construction .
images/1056249424_ef2a2e041c.jpg,The children are playing in the water .
images/1056249424_ef2a2e041c.jpg,"""Two boys , one with a yellow and orange ball , play in some water in front of a field ."""
images/1056249424_ef2a2e041c.jpg,Two boys play in a puddle .
images/1056249424_ef2a2e041c.jpg,Two children play with a balloon in mud on a sunny day .
images/1056249424_ef2a2e041c.jpg,Two kids are running and playing in some water .
images/1056338697_4f7d7ce270.jpg,A blond woman in a blue shirt appears to wait for a ride .
images/1056338697_4f7d7ce270.jpg,A blond woman is on the street hailing a taxi .
images/1056338697_4f7d7ce270.jpg,"""A woman is signaling is to traffic , as seen from behind ."""
images/1056338697_4f7d7ce270.jpg,A woman with blonde hair wearing a blue tube top is waving on the side of the street .
images/1056338697_4f7d7ce270.jpg,The woman in the blue dress is holding out her arm at oncoming traffic .
images/1056359656_662cee0814.jpg,A little girl looking at a brochure on train rides
images/1056359656_662cee0814.jpg,a young blond girl with a magizine in her hands
images/1056359656_662cee0814.jpg,A young girl on a train reads a book about train rides .
images/1056359656_662cee0814.jpg,A young girl sits on a seat and looks at a train pamphlet .
images/1056359656_662cee0814.jpg,Child sitting down looking at train ride brochure
images/1056873310_49c665eb22.jpg,A brown dog is running after a black dog on a rocky shore .
images/1056873310_49c665eb22.jpg,A brown dog is running after the black dog .
images/1056873310_49c665eb22.jpg,Two dogs playing on a beach .
images/1056873310_49c665eb22.jpg,Two dogs run across stones near a body of water .
images/1056873310_49c665eb22.jpg,Two dogs run towards each other on a rocky area with water in the background .
images/1057089366_ca83da0877.jpg,A boy descends off the end of a high diving board .
images/1057089366_ca83da0877.jpg,A child jumps off a high diving board into the pool .
images/1057089366_ca83da0877.jpg,A kid jumps off the diving board and into the swimming pool below .
images/1057089366_ca83da0877.jpg,A little kid is jumping off a high dive at the pool .
images/1057089366_ca83da0877.jpg,The boy is jumping off a high diving board into the pool .
images/1057210460_09c6f4c6c1.jpg,A guy stands by a window taking his overshirt off .
images/1057210460_09c6f4c6c1.jpg,A man in a tank top stands next to a chrome door .
images/1057210460_09c6f4c6c1.jpg,A man puts his shirt on near an elevator .
images/1057210460_09c6f4c6c1.jpg,A man stands by an elevator with his head down .
images/1057210460_09c6f4c6c1.jpg,The man is putting on his shirt near an elevator .
images/1057251835_6ded4ada9c.jpg,A light-colored dog runs on the beach .
images/1057251835_6ded4ada9c.jpg,A small yellow dog runs on a beach
images/1057251835_6ded4ada9c.jpg,A tan dog runs on a sandy beach .
images/1057251835_6ded4ada9c.jpg,A white dog is running down a rocky beach .
images/1057251835_6ded4ada9c.jpg,Light brown dog running along the beach .
images/106490881_5a2dd9b7bd.jpg,A boy in his blue swim shorts at the beach .
images/106490881_5a2dd9b7bd.jpg,A boy smiles for the camera at a beach .
images/106490881_5a2dd9b7bd.jpg,A young boy in swimming trunks is walking with his arms outstretched on the beach .
images/106490881_5a2dd9b7bd.jpg,Children playing on the beach .
images/106490881_5a2dd9b7bd.jpg,The boy is playing on the shore of an ocean .
images/106514190_bae200f463.jpg,A hiker standing high on a bluff overlooking the mountains below .
images/106514190_bae200f463.jpg,a person on ski 's looks from hill over snow covered landscape
images/106514190_bae200f463.jpg,A skier is overlooking a snow-covered mountain .
images/106514190_bae200f463.jpg,A skier is overlooking the beautiful white snow covered landscape .
images/106514190_bae200f463.jpg,A skier pauses on a mountaintop .
images/1067180831_a59dc64344.jpg,A black and white dog is attempting to catch a yellow and purple object in a low cut yard .
images/1067180831_a59dc64344.jpg,A black and white dog jumps after a yellow toy .
images/1067180831_a59dc64344.jpg,a black and white dog jumps to get the Frisbee .
images/1067180831_a59dc64344.jpg,A black dog is jumping up to catch a purple and green toy .
images/1067180831_a59dc64344.jpg,A dog jumps to catch a toy .
images/1067675215_7336a694d6.jpg,A man in blue shorts is laying in the street .
images/1067675215_7336a694d6.jpg,A man in blue shorts lays down outside in a parking lot .
images/1067675215_7336a694d6.jpg,A man laying down in middle of street during heavy traffic .
images/1067675215_7336a694d6.jpg,A man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .
images/1067675215_7336a694d6.jpg,A shirtless man is laying down in the middle of a busy street .
images/1067790824_f3cc97239b.jpg,A white and black dog and a brown dog in sandy terrain .
images/1067790824_f3cc97239b.jpg,A woolly dog chases a Doberman on a beach .
images/1067790824_f3cc97239b.jpg,One dog is chasing another one on the beach .
images/1067790824_f3cc97239b.jpg,The two large dogs are running through sand .
images/1067790824_f3cc97239b.jpg,Two large dogs chasing each other at the beach .
images/1072153132_53d2bb1b60.jpg,A black and white dog catches a toy in midair .
images/1072153132_53d2bb1b60.jpg,A dog and a tennis ball .
images/1072153132_53d2bb1b60.jpg,"""A dog is jumping to catch a object thrown at it ,"""
images/1072153132_53d2bb1b60.jpg,A dog leaps while chasing a tennis ball through a grassy field .
images/1072153132_53d2bb1b60.jpg,A multicolor dog jumping to catch a tennis ball in a grassy field .
images/107318069_e9f2ef32de.jpg,A crowd watching air balloons at night .
images/107318069_e9f2ef32de.jpg,A group of hot air balloons lit up at night .
images/107318069_e9f2ef32de.jpg,People are watching hot air balloons in the park .
images/107318069_e9f2ef32de.jpg,People watching hot air balloons .
images/107318069_e9f2ef32de.jpg,Seven large balloons are lined up at nighttime near a crowd .
images/1075716537_62105738b4.jpg,A child with a helmet on his head rides a bike .
images/1075716537_62105738b4.jpg,A little boy rides a bike down a hill on a miniature dirt bike .
images/1075716537_62105738b4.jpg,A young boy in a helmet rides a bike on the road .
images/1075716537_62105738b4.jpg,The little boy rides his bicycle in a race .
images/1075716537_62105738b4.jpg,The young boy pedals quickly at a BMX race .
images/107582366_d86f2d3347.jpg,A group of eight people are gathered around a table at night .
images/107582366_d86f2d3347.jpg,A group of people gathered around in the dark .
images/107582366_d86f2d3347.jpg,A group of people sit around a table outside on a porch at night .
images/107582366_d86f2d3347.jpg,A group of people sit outdoors together at night .
images/107582366_d86f2d3347.jpg,A group of people sitting at a table in a darkened room .
images/1075867198_27ca2e7efe.jpg,A man in a brown shirt and dark shorts plays on the beach with his two black dogs .
images/1075867198_27ca2e7efe.jpg,A man in shorts with two black dogs holds a ball throwing toy at the beach .
images/1075867198_27ca2e7efe.jpg,a man playing with two black dogs on the beach
images/1075867198_27ca2e7efe.jpg,A man with two dogs on a beach
images/1075867198_27ca2e7efe.jpg,Man at the beach with two dogs .
images/1075881101_d55c46bece.jpg,a boy cleans the bubbles off his face .
images/1075881101_d55c46bece.jpg,A boy covered in suds has his face wiped clean .
images/1075881101_d55c46bece.jpg,A boy is covered in bubbles .
images/1075881101_d55c46bece.jpg,A child covered in foam is climbing on a black inflatable ramp .
images/1075881101_d55c46bece.jpg,A person covered in soapy water is getting cleaned off .
images/1077546505_a4f6c4daa9.jpg,A boy in blue shorts slides down a slide into a pool .
images/1077546505_a4f6c4daa9.jpg,A boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .
images/1077546505_a4f6c4daa9.jpg,A boy rides down a slide into a small backyard pool .
images/1077546505_a4f6c4daa9.jpg,A boy sliding down a slide into a pool with colorful tubes .
images/1077546505_a4f6c4daa9.jpg,A child is falling off a slide onto colored balloons floating on a pool of water .
images/1077931201_1e0bb83105.jpg,A man in a wetsuit is throwing a baby wearing a wetsuit up into the air .
images/1077931201_1e0bb83105.jpg,A man in a wetsuit is throwing a toddler up in the air and is ready to catch him .
images/1077931201_1e0bb83105.jpg,A man in water throwing a little boy up in the air and waiting for him to come down so he can catch him .
images/1077931201_1e0bb83105.jpg,The man is in the pool and throwing a small boy into the air .
images/1077931201_1e0bb83105.jpg,"""While water droplets fly , a man throws a little boy up in the air ."""
images/1079274291_9aaf896cc1.jpg,A little boy sticks his tongue out for the camera . Another boy looks on .
images/1079274291_9aaf896cc1.jpg,Two boys make faces .
images/1079274291_9aaf896cc1.jpg,"""Two young boys are looking at the camera , one smiling , the other sticking his tongue out ."""
images/1079274291_9aaf896cc1.jpg,Two young boys look up at the camera as one sticks out his tongue .
images/1079274291_9aaf896cc1.jpg,two young boys making silly faces .
images/10815824_2997e03d76.jpg,A blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel .
images/10815824_2997e03d76.jpg,A girl and her horse stand by a fire .
images/10815824_2997e03d76.jpg,A girl holding a horse 's lead behind a fire .
images/10815824_2997e03d76.jpg,"""A man , and girl and two horses are near a contained fire ."""
images/10815824_2997e03d76.jpg,Two people and two horses watching a fire .
images/1082252566_8c79beef93.jpg,"""A bulldog , a sheep dog , and a boxer standing in a yard ."""
images/1082252566_8c79beef93.jpg,A large brown dog is pushing a small Boston terrier with his face while anouther dog watches .
images/1082252566_8c79beef93.jpg,A large skinny dog stands near two smaller dogs int the dirt .
images/1082252566_8c79beef93.jpg,There are three dogs starring at a ball in the middle of them .
images/1082252566_8c79beef93.jpg,Three dogs of various sizes .
images/1082379191_ec1e53f996.jpg,A lady and a man with no shirt sit on a dock .
images/1082379191_ec1e53f996.jpg,A man and a woman are sitting on a dock together .
images/1082379191_ec1e53f996.jpg,A man and a woman sitting on a dock .
images/1082379191_ec1e53f996.jpg,A man and woman sitting on a deck next to a lake .
images/1082379191_ec1e53f996.jpg,A shirtless man and a woman sitting on a dock .
images/1084040636_97d9633581.jpg,A closeup of a white dog that is laying its head on its paws .
images/1084040636_97d9633581.jpg,a large white dog lying on the floor .
images/1084040636_97d9633581.jpg,A white dog has its head on the ground .
images/1084040636_97d9633581.jpg,A white dog is resting its head on a tiled floor with its eyes open .
images/1084040636_97d9633581.jpg,A white dog rests its head on the patio bricks .
images/1084104085_3b06223afe.jpg,a woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .
images/1084104085_3b06223afe.jpg,A woman in blue shorts and a white shirt is indoor rock climbing .
images/1084104085_3b06223afe.jpg,The girl is climbing a rock wall .
images/1084104085_3b06223afe.jpg,"""The girl is in a harness , climbing rocks ."""
images/1084104085_3b06223afe.jpg,Woman climbing an artificial rock wall .
images/1087168168_70280d024a.jpg,A boy is jumping on an inflatable ring and a girl is watching him
images/1087168168_70280d024a.jpg,A boy jumping on a water jumphouse
images/1087168168_70280d024a.jpg,A teenage boy is jumping on an inflatable slide .
images/1087168168_70280d024a.jpg,A young boy jumping and a young girl seating in an inflatable pool .
images/1087168168_70280d024a.jpg,Two young kids are playing in the water on an inflated toy .
images/1087539207_9f77ab3aaf.jpg,A family playing on a tractor on a beautiful day
images/1087539207_9f77ab3aaf.jpg,Children ride a tractor in a field .
images/1087539207_9f77ab3aaf.jpg,Several children playing on a Polaris vehicle outdoors .
images/1087539207_9f77ab3aaf.jpg,The children played on the four wheeler in the field .
images/1087539207_9f77ab3aaf.jpg,The four kids are riding on an ATV in a field .
images/1088767354_2acee738cf.jpg,A woman in a red costume to the left of a man and woman standing together .
images/1088767354_2acee738cf.jpg,A woman wearing a red costume looks at two other people standing on a street .
images/1088767354_2acee738cf.jpg,A young woman in a red sequined costume and feather stands on the sidewalk .
images/1088767354_2acee738cf.jpg,The girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .
images/1088767354_2acee738cf.jpg,Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .
images/108898978_7713be88fc.jpg,Skiiers walking up the hill through a forest .
images/108898978_7713be88fc.jpg,Two men are skiing in the snow in a wooded area .
images/108898978_7713be88fc.jpg,Two people wearing yellow jackets cross-country skiing .
images/108898978_7713be88fc.jpg,Two skiers are making their way through woodland .
images/108898978_7713be88fc.jpg,Two skiers are sliding down a trail in the woods .
images/108899015_bf36131a57.jpg,A lone skier is making their way up a mountain .
images/108899015_bf36131a57.jpg,Skiiers at the top of a snow covered hill .
images/108899015_bf36131a57.jpg,Two hikers climbing a snowy hill .
images/108899015_bf36131a57.jpg,Two people are on a snow-covered mountain .
images/108899015_bf36131a57.jpg,Two people climbing up a snowy mountain .
images/1089181217_ee1167f7af.jpg,a brown dog running down a paved pathway
images/1089181217_ee1167f7af.jpg,A brown dog running next to grass .
images/1089181217_ee1167f7af.jpg,A dog is running down a road .
images/1089181217_ee1167f7af.jpg,A light brown dog runs down a path happily .
images/1089181217_ee1167f7af.jpg,Energetic brown dog running
